Index,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
142,More Life,13,6MbH1QiphMCPTqVEVC7UYi,Nothings Into Somethings,spotify:track:6MbH1QiphMCPTqVEVC7UYi,0.332,0.766,0.234,0.00156,0.358,-7.544,0.159,96.882,0.256,65
143,More Life,14,6n3HGiq4v35D6eFOSwqYuo,Teenage Fever,spotify:track:6n3HGiq4v35D6eFOSwqYuo,0.111,0.766,0.283,0.0172,0.115,-10.33,0.0846,97.04,0.144,84
144,More Life,15,2jTujnt0y344ai1rNOywgr,KMT,spotify:track:2jTujnt0y344ai1rNOywgr,0.0189,0.875,0.6,0.0143,0.132,-6.818,0.0435,119.987,0.0906,66
145,More Life,16,2Na0z2gfN67Rzf0vp74Wi3,Lose You,spotify:track:2Na0z2gfN67Rzf0vp74Wi3,0.699,0.526,0.583,0.0,0.372,-9.172,0.376,89.837,0.378,65
146,More Life,17,5f5r2N4Lp9WoULWPH9zp2W,Can't Have Everything,spotify:track:5f5r2N4Lp9WoULWPH9zp2W,0.0136,0.856,0.572,1.55e-06,0.121,-8.429,0.373,82.445,0.454,61
147,More Life,18,28irpKCCK9nn9DZSik2zEx,Glow,spotify:track:28irpKCCK9nn9DZSik2zEx,0.2,0.688,0.384,0.0,0.708,-8.824,0.375,162.098,0.432,58
148,More Life,19,5JUu0unA8VwhTZ9LkMWUVI,Since Way Back,spotify:track:5JUu0unA8VwhTZ9LkMWUVI,0.348,0.468,0.266,9.55e-06,0.209,-11.121,0.13,153.294,0.222,62
149,More Life,20,343YBumqHu19cGoGARUTsd,Fake Love,spotify:track:343YBumqHu19cGoGARUTsd,0.105,0.928,0.481,0.0,0.176,-9.35,0.287,134.007,0.613,76
150,More Life,21,7bJ4mu7MHa3rHiNyKjOoSl,Ice Melts,spotify:track:7bJ4mu7MHa3rHiNyKjOoSl,0.08,0.813,0.551,0.0,0.386,-7.605,0.353,124.957,0.598,60
151,More Life,22,2KvHC9z14GSl4YpkNMX384,Do Not Disturb,spotify:track:2KvHC9z14GSl4YpkNMX384,0.246,0.618,0.693,0.0,0.112,-5.943,0.45,170.982,0.454,80
152,Views,1,7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,spotify:track:7sBwAWyXfiIgrYQ8BaJESH,0.149,0.378,0.566,0.0,0.382,-7.685,0.0482,87.691,0.196,63
153,Views,2,1C7KSXR2GVxknex6I4ANco,9,spotify:track:1C7KSXR2GVxknex6I4ANco,0.000803,0.68,0.712,0.000612,0.237,-7.184,0.0453,100.009,0.0379,67
154,Views,3,03L2AoiRbWhvt7BDMx1jUB,U With Me?,spotify:track:03L2AoiRbWhvt7BDMx1jUB,0.338,0.429,0.43,1.18e-05,0.138,-11.373,0.165,174.983,0.125,64
155,Views,4,3cjF2OFRmip8spwZYQRKxP,Feel No Ways,spotify:track:3cjF2OFRmip8spwZYQRKxP,0.0312,0.582,0.677,6.6e-06,0.122,-7.081,0.172,193.818,0.205,79
156,Views,5,5NFYuqu8V6QXc6mzcLImd6,Hype,spotify:track:5NFYuqu8V6QXc6mzcLImd6,0.0253,0.787,0.635,0.0,0.357,-8.271,0.155,130.018,0.237,63
157,Views,6,4PA16FAl8LPmFmOhARawdV,Weston Road Flows,spotify:track:4PA16FAl8LPmFmOhARawdV,0.0635,0.623,0.74,0.0,0.366,-6.942,0.307,82.877,0.35,64
158,Views,7,4cRBqWBjuccCowYVHFlXK6,Redemption,spotify:track:4cRBqWBjuccCowYVHFlXK6,0.611,0.694,0.314,2.07e-06,0.117,-7.82,0.116,119.905,0.341,70
159,Views,8,3aJkV6DUTSCqOwVwaBDG9B,With You,spotify:track:3aJkV6DUTSCqOwVwaBDG9B,0.134,0.878,0.406,0.000234,0.112,-9.961,0.248,128.014,0.784,65
160,Views,9,2qLcJOLrh6Djda4uLbldSA,Faithful,spotify:track:2qLcJOLrh6Djda4uLbldSA,0.11,0.536,0.449,1.49e-05,0.284,-10.499,0.103,99.889,0.171,60
161,Views,10,433P7tDcIAi6NLnf4Sh6tI,Still Here,spotify:track:433P7tDcIAi6NLnf4Sh6tI,0.0258,0.834,0.433,0.0,0.633,-9.607,0.174,133.938,0.229,69
